"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon"
"758","d5223f26c2d7fe95468aaf2c746fe3940eb4b275","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas reinhardtii","Chlamydomonas reinhardtii"
"759","f1ae1439d988a378e8072672f75b829868673124","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"760","ef54dedb89938b7d3bdb32003ef96de55aa13eb5","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"761","d3c95086b73bafb9dbb577d8b58bf5a2c6d160ac","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas sp. UWO 241","Chlamydomonas sp. UWO 241"
"762","658f7eeeec75e9afdfa0839a3d2fc00fad64defd","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"763","f593aa9df831e6f44653fb8c3d6891600c01967e","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"764","840cf20910b769c6fd587c5bd8325db09cbff1e9","family","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae",NA,NA,"Sporidiobolaceae"
"765","f65d1ed7f3dd41b7d7072ae941674bd941fc6a12","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"766","7b66abc27f23dedb2b5d87cca82c029b08223122","species","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix betulae","Parornix betulae"
"767","bda4b86bd62de667fc92a72d728a44694c3282f7","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"768","18c92a363daa901451c66c700acf13b3dbff53bb","species","Metazoa","Rotifera","Eurotatoria","Ploima","Brachionidae","Plationus","Plationus patulus","Plationus patulus"
"769","59b48f6a03098913b2be0858d4fff85862beef5d","genus",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae","Aphanomyces",NA,"Aphanomyces"
"770","f6cf4a3d5f46cf62b5e0525bffd7b2b7ecb83f7b","family",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae",NA,NA,"Bacillariaceae"
"771","dc96c82fbe82f21e59e6f00b18a3d1ca8580e680","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"772","bd64c86b140f8d7f7445ab72a4cc77a02dd3d8a7","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"773","c08b073206acc06439c3eaa31c84246e2a934c56","species","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola","Leohumicola verrucosa","Leohumicola verrucosa"
"774","09bd47f092f888ad8611b1758e860d2af8cbe8e0","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"775","0769750e5b174e51894720b06d0d60a73e7800f2","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae"
"776","4342f1effd21e77add894555ee6953b6c68640ed","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"777","3f326ed7b608d920b9f8ab1b6df8bf9ce829ccfb","species",NA,NA,"Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas sp.","Paraphysomonas sp."
"778","74266986659d07218790f9d0208d45679282c333","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"779","d9a40418322f51908e6f296ef36a70fe084e6b10","species","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola","Leohumicola verrucosa","Leohumicola verrucosa"
"780","cba3e6bbee12c9f29e0a0c12068bcd6f727363bb","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas reinhardtii","Chlamydomonas reinhardtii"
"781","ba546531576b382bd09fb028b21495b853916a4c","genus","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Helodon",NA,"Helodon"
"782","66d5e93125b90525a61cd07aeb0866eed66a8aa3","species",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora","Sellaphora capitata","Sellaphora capitata"
"783","95a7de4dd1d4f9ba3dcab8dd112203800fbbd18a","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae"
"784","ec4ea26a6492ae9d0826144c5d83456b2f16e779","phylum",NA,"Bacillariophyta",NA,NA,NA,NA,NA,"Bacillariophyta"
"785","af856db1ee85fdf2dde5ab54f76f1132678a3485","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"786","5baf6964991f53d45f841f75fbbf22271a7db62b","species",NA,"Discosea",NA,"Himatismenida",NA,"Parvamoeba","Parvamoeba rugata","Parvamoeba rugata"
"787","dbb23bdbfbf1cec90a5632a541058abf1c7ee64d","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"788","c851bd2f0f06fdaaf80a1ea1e2544d6c4a78b269","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"789","5432eaae2836570aa8f6799fb3f50a4c40e38fdb","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"790","8f748367ef9e5631b211df1d0f693997408c6544","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas reinhardtii","Chlamydomonas reinhardtii"
"791","f184d244f3b8ae19be187156476f27db51666a3b","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales"
"792","c22aba389194b94c0e989d6d8e5afcf1c7dae829","species",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia","Pinnularia sp.","Pinnularia sp."
"793","d18efd9e782e2cb2480e53ded0462fba1cc151c7","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"794","0ab9df9525aaf6299e371623c68030e4e8caee96","genus",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",NA,"Cupriavidus"
"795","d557bf1cafe96e35c60e67e5e50b6fccee33f55b","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria"
"796","bd2f77691a141b9ea5042b9696465ae2ef54de20","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"797","0e0365a9c03ec45046580c4d8fcdf8eacfd8f640","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"798","20d345cf0f36e5da633231e746c3b159543aeb41","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia"
"799","09a7913ca5027016ea807bae85abba675e6ae22d","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"800","e328c77d98be3ac3d6bbd51187b24819e2402d74","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"801","6e338a2af56789a2c16bf1d0e67359ef41b8aeec","family",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae",NA,NA,"Bacillariaceae"
"802","88e8ffe6b36839203caa7df0390856a71b8280f9","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"803","4354984eb5e7c81278ae1ae9f026920d8e4cb078","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"804","bd184939bd08196d39b1b13407ac8f1440ad01f7","species",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium","Globisporangium ultimum","Globisporangium ultimum"
"805","3ddad21a64c0bfb715d9ded5ba3adefd5db9c9ab","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"806","888164ae3b3b36abdc9735b02831accff77c27f4","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"807","aaed73cc2e593b2db2f7431f398944b9d25ba18b","phylum","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"Arthropoda"
"808","0f4d4095b7aee7646ade47f9c489b0aa5e77b1e5","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"809","777761764e7f3a73510192e862301678c84ccc17","genus","Metazoa","Annelida","Clitellata","Haplotaxida","Naididae","Nais",NA,"Nais"
"810","1dace39773c547e40f075e9776baaa550e1aea4c","species","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium triviale","Monomorium triviale"
"811","9ed04d8961661328a5b801ec3e41a01c304f547f","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"812","bb38a0a5085186b48f5a57f7b3e3bc3645453232","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"813","491097c6a6d38e3a2c0df36c9537103120749cbe","genus",NA,"Oomycota",NA,NA,NA,"Haptoglossa",NA,"Haptoglossa"
"814","3ae08d28e7836b1e6c04e2a4e3a17b7166335dad","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"815","ddcc41dac16543b01154d6abab310557535d1512","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"816","53d4e1eac5a79fa2e06f4b64e358d912de9e6ff5","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"817","b4b17a551a11472d90b976587dfd756ee875e44e","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia"
"818","804e306280352b5d2818c7bc42484cee913a5c64","species","Fungi","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae","Paxillus","Paxillus rubicundulus","Paxillus rubicundulus"
"819","c670e4ee48cc35256c280fc831035be07d2e86eb","species",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia lundholmiae","Pseudo-nitzschia lundholmiae"
"820","552bfcceadf6ce1c5c2c52db41edfc29b14d2c2f","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora"
"821","8fd47abb9dea7e2f69b0f41cbd78d08656050887","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"822","d876f97b00bea334b315c2231a671e574ed526b5","species","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita basii","Amanita basii"
"823","a1a1f3fa18eeb372837fe016f9615dfa209b02fb","genus",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora",NA,"Phytophthora"
"824","bd4f48fc0cfa8f7994d41162a218bf4cf2f2f24f","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"825","89d93edfcb57591fdd6324c4b04d31a2d16b1795","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"826","2f3909c02c6c5fc1a4de81d7f6a7c4cd4a4b8cf0","kingdom","Fungi",NA,NA,NA,NA,NA,NA,"Fungi"
"827","88a1930f05d0b94452caed5eacf19176e2f04367","species",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium","Globisporangium rostratifingens","Globisporangium rostratifingens"
"828","cfabf99aa4756a18940fe0bd71552fcc3e9abf2a","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"829","7b8e07c1d13e14519a60f1c33c2160dadbe2c23c","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"830","65286a2b7fedd6500c63ff08a862ee9664929073","class","Metazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,"Hydrozoa"
"831","d72d90445714cb2b4fef6955a542ad8eeb7a22b8","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria"
"832","18a5da265da279abafbf024b7de95bc91c2f0e0b","species",NA,"Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum","Gomphonema parvulum"
"833","809fd9eb29f51dc73c4765e6465f01a2fe7c1918","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"834","4bc00f90aae3bb894864f75099d54b50180e852e","genus","Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus",NA,"Macropus"
"835","4db8ccbf5b1e89d46de8a02afb4959afd27d9061","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"836","66c784590ad107fa3b96ad5196ca8df5e7d0fc5c","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera",NA,"Fistulifera"
"837","33ad8f4b07f5d80f5a735de5b9759c45d1d3750b","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus"
"838","fb2dabc05a42be6f481b675a2875029ea65370ad","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"839","a171f7f4de75bc7dd54381e5cca462876f9e4088","species",NA,NA,"Cryptophyceae","Pyrenomonadales","Geminigeraceae","Guillardia","Guillardia theta","Guillardia theta"
"840","1601409771752014ea87503dad429ddcdf3933f9","species",NA,"Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Asterionellopsis thurstonii","Asterionellopsis thurstonii"
"841","085bbc910045f4a241572c896036a4275d7ab7c5","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"842","1b192713a6d27b795a2d83c2adf90a0a750c246d","order","Metazoa","Annelida","Clitellata","Crassiclitellata",NA,NA,NA,"Crassiclitellata"
"843","65b124eb7afb67e65e21221a39de01325f8e218d","family","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae",NA,NA,"Ustilaginaceae"
"844","4b47c4162460f2c18f6e1444af9131ce608d7e00","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"845","f5ed589ecb90aef1780a6635213b50847da2f4e7","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas sp. UWO 241","Chlamydomonas sp. UWO 241"
"846","0ea5fa91010dbed438924c816f219ef2273ff2dc","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"847","18fc7194f6e6c366f3effd5858ba5d69ff00d332","genus","Metazoa","Rotifera","Eurotatoria","Ploima","Synchaetidae","Polyarthra",NA,"Polyarthra"
"848","f9da4e823d4ad79ca27489b11c2ca5038c1c1308","genus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella",NA,"Psathyrella"
"849","72adcf25c38b863becf08c91f602834d00a0554d","family","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae",NA,NA,"Sporidiobolaceae"
"850","99195db854727e928521c86540af6c2665a89ede","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"851","5aa42dc9b12ade45e82add7448e18f6042150ea0","order","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"Agaricales"
"852","fada1e27d9e7bce4392edb44770e1315a6563639","species",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium","Cochliopodium minus","Cochliopodium minus"
"853","d52fea6ab759a468e0140dc281e2ba5d2e3aa3e7","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"854","2cf674e8e38c5735571efa1a30e937e3b0e89f84","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"855","2f19cd7c599b99e985a26f96b0c825ae34e62806","genus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"Colletotrichum"
"856","351a3869f908c8436fed8bb8182a84aa5e1b838f","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"857","6ab45f22e78e5b7aa9132a343443cd43231c62d6","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"858","4ad80947b1d49592a205cea0f7b1d89c4e7c6ad2","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"859","8ae6bd43843959933dafff3dde561cf67a37c449","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","Perca flavescens"
"860","ae19f28783af549407d99d0fbce660b10480a0ca","genus","Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus",NA,"Macropus"
"861","52d110ec8d28bcd772e75fb693646ca447033533","species","Metazoa","Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha","Psychoglypha alascensis","Psychoglypha alascensis"
"862","7532a026cffdad8cf56cbe7ccc1482ce4e9e5420","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"863","30eb8527b84d4aa8d81b1b326c0b50ee7bec2573","order",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA,"Burkholderiales"
"864","32940e967a9e6237b72c56b61fa9785e864df5e5","species",NA,"Proteobacteria","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Candidatus Methylopumilus","Candidatus Methylopumilus planktonicus","Candidatus Methylopumilus planktonicus"
"865","12889ee028f03eacc679d1e25348acb94ca54975","species",NA,"Discosea",NA,"Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba sp.","Acanthamoeba sp."
"866","041d797e91a2d1a8791a93256f842f239044b98c","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"867","fe53c2787218666ab194f280cb87e11303d9f1e8","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"868","79d6f4a8a83c887c73c24c84ed7991212e163b28","order","Metazoa","Arthropoda","Arachnida","Araneae",NA,NA,NA,"Araneae"
"869","3fcd12de40e04940d5aae46e772200bb3f12ccc8","class","Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA,"Arachnida"
"870","7ac36a246767a942d6380990d85e1f059b0b458d","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"871","ae4b2922ef7ea2018c01ea48cac233db46dbdd1c","family","Metazoa","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae",NA,NA,"Aphelenchoididae"
"872","1bd58e4cc63b0fd98c4c736acb37c24558267937","genus",NA,"Discosea","Flabellinia","Dactylopodida","Vexilliferidae","Vexillifera",NA,"Vexillifera"
"873","2e2705d1be9c68271ec7b7425a9d9fd623910dcb","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"874","037f2b3854e1870dace8c40654941f6b166ff367","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"875","e1d6f1a932d135e5de7608bae61225e0d2889906","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"876","53fc2747f09905062814710e675bcfcf9ea71500","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"877","bfc1a89c8b80b0137ebfe438eddab2fb30999fda","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"878","8b10924acaf5d23a25f1039e1500cbef9eb36041","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"879","30c6e8dbac6a86327a0af7ca22275c26b03ba651","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"880","f86778e28f4c27c4255dcd0ce6b4a2887502377c","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"881","faa9aa8bf12c3bca4b4bcad983d03fb8020a5da2","family",NA,"Discosea","Flabellinia","Dactylopodida","Paramoebidae",NA,NA,"Paramoebidae"
"882","3c483666d98cb69ca8e333a234a486699d938e85","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae"
"883","089f7250a7f071e049a13b8f25fa04cb5e926e8f","family","Viridiplantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA,"Chlorellaceae"
"884","59671d90e19f9f5c9f6118e2610e56fca5da6ab7","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium",NA,"Globisporangium"
"885","af0ed95aed14d6b0bcbdce38b2050e4859b64e45","genus",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae","Achlya",NA,"Achlya"
"886","cbedcc7efea220b1155c202293d6c30d62b21502","species","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","Praon","Praon dorsale","Praon dorsale"
"887","69c15e410deac3f505b4113dc833e2b912f63c23","species","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola","Leohumicola verrucosa","Leohumicola verrucosa"
"888","ed6dae2de6ea60991c5b703d259d2758bd50fcd3","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"889","5755d61cd155d1af4815a129c45a929038cb127d","genus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"Verticillium"
"890","ae19bd1f2a9bd85e5917cb8cd2bcab31b1a1b485","genus",NA,"Discosea","Flabellinia","Dactylopodida","Paramoebidae","Korotnevella",NA,"Korotnevella"
"891","464f382a639f43401f13299ce34a133630980a76","species","Metazoa","Arthropoda","Arachnida","Araneae","Leptonetidae","Leptonetela","Leptonetela shanji","Leptonetela shanji"
"892","13d7e8bce618034d61e5ad2e9720caa2fcefcf7e","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria"
"893","6e0119def6a8dece190e9628722dae0b6590df7e","species","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Brillia","Brillia sp. BOLD:AAN2569","Brillia sp. BOLD:AAN2569"
"894","058a29935dabd4e7fc397b58e965fbba6e171a3b","class",NA,"Bacillariophyta","Bacillariophyceae",NA,NA,NA,NA,"Bacillariophyceae"
"895","a9ad7579a48b4b9635a7b390b790ba7118235216","order","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA,"Diptera"
"896","51d191af37d8edeb1bdf1de65d63b40aac131d75","genus","Metazoa","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Cinygmula",NA,"Cinygmula"
"897","e12d38cbc37c78915b936952a84e13c109297958","species","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter ledella","Phyllonorycter ledella"
"898","ef8f1783c73ff9d15347967b5e61782a5685cced","species","Viridiplantae","Chlorophyta","Trebouxiophyceae",NA,NA,"Coccomyxa","Coccomyxa subellipsoidea","Coccomyxa subellipsoidea"
"899","247f306cdd80514ee10b2ea43bff3d57baca8da6","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"900","7fd59359a3a1e52e7c8f3b99e96aff719cbd6de9","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"901","df05830b29ddf47acb20042b18a2a0972f06755c","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia"
"902","eb898722ac632f1859d6aeaecb00d051272c0c80","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora"
"903","c9ceb4463508c868a6d404aef89cc1843cb9044e","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"904","0ac018f331c296a86bf4377c15e7a10e9eff2f24","family","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae",NA,NA,"Parmeliaceae"
"905","e3677d1d18c5301490fac6a05199babf1aa0fcb6","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"906","c0ede4cc147cbe930650ca88caef1cb7dbf3d2ed","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"907","944ba44db0f679ffa3877130f3a61a4ba43468cd","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium"
"908","4c9fda4af356431b3cec9ae79bc034353da9f67e","phylum","Metazoa","Placozoa",NA,NA,NA,NA,NA,"Placozoa"
"909","5daf39da2f686f3471e417dd7d98e86bd5666a85","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"910","f8094bec90c3eaf74d304aa014e6033a564f75cc","species",NA,"Rhodophyta","Florideophyceae","Batrachospermales","Batrachospermaceae","Batrachospermum","Batrachospermum gelatinosum","Batrachospermum gelatinosum"
"911","7841fae0c6b03a778ac61f229dfae909af25535a","family","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae",NA,NA,"Mollisiaceae"
"912","c364719fcd441667fd7667b2a543e21820116f48","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora"
"913","e6b02efb6229de9613a523dcbd4acb385a1ab5c2","species",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium","Globisporangium heterothallicum","Globisporangium heterothallicum"
"914","b50707ef6668449ad9262896f315cfdc1fcde15d","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"915","143a349e9500d035fbf8e94fa81b5566a7a525d1","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"916","908b8a731333fca5a88ff2d783f46a41d8e8d9b4","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"917","ad827ae8cb308d0eb0056f78f5fbaf52f3f8a97c","species","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Antarctomyces","Antarctomyces pellizariae","Antarctomyces pellizariae"
"918","590e0b2f14a5986a8a7aef8356a4ac495f26bb3e","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"919","15bcaf420b06a930015750d404754b3c499ed71c","genus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus",NA,"Pluteus"
"920","810eab34c01c7dbc7c54799fa7a04360c6c04a6f","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium",NA,"Globisporangium"
"921","3b68e92050b0b4af900f03ebf3850b18ce7bc2d0","species","Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Articulospora","Articulospora tetracladia","Articulospora tetracladia"
"922","c06f80b0ef9cb027baef2c80fa63fc09f2c1999b","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"923","1e516c2f09c986c85f6f8026d8aeef3f35e4dcef","phylum",NA,"Bacillariophyta",NA,NA,NA,NA,NA,"Bacillariophyta"
"924","bf02c0846f1a6f77e629c01c04ce8d83b9cd5ce8","genus",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora",NA,"Phytophthora"
"925","aab56fe022302a021900076ab981aa31fe89a869","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
